new_name	old_name	calicoblast	cnidocyte	epidermis_1	gastrodermis	gland_1	gland_2	neuron_1	neuron_2	precursors	unknown_1	unknown_2	unknown_3
Stylophora_pistillata_GAJOv1___8224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8225	Spis_XP_022788193_1	1.24852036130242	1.21299012073568	1.07273909458983	1.01102660228238	0.988973397717618	0.988973397717618	0.988973397717618	0.988973397717618	0.988973397717618	1.21251769485073	2.11678568348775	0.988973397717618
Stylophora_pistillata_GAJOv1___8226	Spis_XP_022788168_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8227	Spis8227_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8229	Spis8229_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8230	Spis8230_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8231	Spis8231_1	1.00466162563312	0.995338374366877	1.05866898831038	1.02403295261343	0.995338374366877	1.21048017724178	1.25049329448938	0.995338374366877	1.14183502849712	0.995338374366877	0.995338374366877	0.995338374366877
Stylophora_pistillata_GAJOv1___8232	Spis8232_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8236	Spis8236_1	1.03750724692989	1	1	1.06237336325814	1	1	1	1.18950796246313	1	1	1	1
Stylophora_pistillata_GAJOv1___8237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8240	Spis_XP_022788171_1	1.00936691632348	1	1.01588773443836	1.07357556731574	1	1	1.25634992751566	1	1	1.22603671408049	1	1
Stylophora_pistillata_GAJOv1___8241	Spis8241_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8244	Spis8244_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8245	Spis_XP_022788221_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8246	Spis_XP_022788227_1	1.03750724692989	1	1.13681004889529	1.31317779519348	1	1	1	1.38079935784109	1	1	1	1
Stylophora_pistillata_GAJOv1___8247	Spis_XP_022788261_1	1.28551990496691	1	1.15552679168526	1.19278913702469	1	1.21614941050751	1.25634992751566	1	1	1	1	1
Stylophora_pistillata_GAJOv1___8248	Spis_XP_022788206_1	1.03750724692989	1	1.05701583476244	1.040000073258	1	1	1	1	1	1.22603671408049	1	1
Stylophora_pistillata_GAJOv1___8249	Spis_XP_022788205_1	1.07718982001945	1.13183998094793	1.15264452187887	1.07984881802206	0.922810179980553	1.12227505639368	1.2985995362044	0.922810179980553	0.922810179980553	0.922810179980553	0.922810179980553	0.922810179980553
Stylophora_pistillata_GAJOv1___8250	Spis_XP_022788229_1	1.09542837746246	0.984354581730968	1.01564541826903	1.07427726236724	0.984354581730968	0.984354581730968	0.984354581730968	1.17089761285605	0.984354581730968	1.33824718044869	0.984354581730968	2.72707207537736
Stylophora_pistillata_GAJOv1___8251	Spis8251_1	1.05568154151312	1.04470526834873	1.02286685642909	0.870761269848199	0.8517676287633	1.33230803617233	1.29015691742524	0.8517676287633	0.977133143570913	1.15799291103568	0.8517676287633	0.8517676287633
Stylophora_pistillata_GAJOv1___8252.t2	Spis_XP_022788218_1	0.924928625052789	1.36254550491453	0.887503707941249	0.930717923937451	3.54482726831517	0.905868910091038	0.744866463170021	1.11248122629097	0.854497968835265	1.08362499461414	1.06928207606255	1.17576493821131
Stylophora_pistillata_GAJOv1___8253	Spis_XP_022788219_1	1.08849610027472	1.07858813709914	1.10081693319199	0.953955070023577	0.87939296161613	1.06947323187391	1.1048252835842	1.04604492997642	0.87939296161613	0.87939296161613	0.87939296161613	0.87939296161613
Stylophora_pistillata_GAJOv1___8254	Spis_XP_022788204_1	1.11444391458944	1	1.10485408193654	1.14760147046994	1	1	1.77501091344072	1	1	1.35951739879689	1	1
Stylophora_pistillata_GAJOv1___8255	Spis_XP_022788216_1	1.11052480827289	1	1.03178817584517	1.03346413905979	1	1.43494334768203	1	1	1	1	1	1
Stylophora_pistillata_GAJOv1___8256.t2	Spis_XP_022788215_1	1.12520063887513	0.691028769648033	1.53912206727145	1.00214885173763	2.72965001020033	0.691028769648033	1.04668869442209	0.821984223787438	0.997851148262366	1.05659472772866	0.99199616839178	0.691028769648033
Stylophora_pistillata_GAJOv1___8257.t1	Spis_XP_022788233_1	1.57921479992145	0.54747137509518	1.06588037114644	1.15560103128378	1.55267653199066	0.54747137509518	0.971767665590343	0.651221559896357	0.954868737237249	1.05146427444842	1.02823233440966	0.864178586819144
Stylophora_pistillata_GAJOv1___8258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8259	Spis_XP_022788251_1	0.983025350457258	1.17271731656001	1.01697464954274	1.05239472887894	0.956138231708954	1.16280694685654	0.956138231708954	1.32023505635104	0.956138231708954	0.956138231708954	1.37257015043133	0.956138231708954
Stylophora_pistillata_GAJOv1___8260	Spis_XP_022788252_1	1.02665119858343	1.01748417704247	0.982912104719884	1.13512192101981	0.829573766918487	1.37411773972741	1.04223494193693	0.829573766918487	0.951672727771961	1.01708789528012	0.829573766918487	0.829573766918487
