"","gene","cell_type","FC","Species","Lifestage"
"655","Nvec_v1g246962","neuron_unclass4",11.8166333608189,"Nvec","Adult"
"656","Nvec_v1g247234","gland_secretory_4",34.0609134058304,"Nvec","Adult"
"657","Nvec_v1g247411","neuron_unclass3",11.8502685064663,"Nvec","Adult"
"658","Nvec_v1g247493","digestive_filaments",6.91145253250827,"Nvec","Adult"
"659","Nvec_v1g247939","gland_secretory_U2",37.4759492585443,"Nvec","Adult"
"660","Nvec_v1g248548","gland_secretory_U19",31.6373448563299,"Nvec","Adult"
"661","Nvec_v1g248834","cnidocyte_nematocytes",24.5778395694279,"Nvec","Adult"
"662","Nvec_v1g26281","gland_secretory_U17",26.1686002314368,"Nvec","Adult"
"663","Nvec_v1g28519","gland_secretory_U5",15.2024725278475,"Nvec","Adult"
"664","Nvec_v1g2890","muscle_gastroderm_tentacle_bud_stage",16.2938754953599,"Nvec","Adult"
"665","Nvec_v1g29089","gland_secretory_U20",30.1513565458475,"Nvec","Adult"
"666","Nvec_v1g31519","neuron_unk12",8.27002465978717,"Nvec","Adult"
"667","Nvec_v1g31895","neuron_unclass5",6.81417627499063,"Nvec","Adult"
"668","Nvec_v1g38812","neuron_unclass3",9.52154955327029,"Nvec","Adult"
"669","Nvec_v1g39271","gland_secretory_U20",29.8260014150232,"Nvec","Adult"
"670","Nvec_v1g39668","neuron_unk17",21.189637967046,"Nvec","Adult"
"671","Nvec_v1g39845","gastrodermis",7.48047705039873,"Nvec","Adult"
"672","Nvec_v1g50912","neuron_vasopressin",13.3447464759102,"Nvec","Adult"
"673","Nvec_v1g52556","neuron_unclass13",16.5209257143782,"Nvec","Adult"
"674","Nvec_v1g54942","muscle_somatic_gonad",12.0802594669498,"Nvec","Adult"
"675","Nvec_v1g57443","gland_secretory_9",11.1571687166415,"Nvec","Adult"
"676","Nvec_v1g60452","neuron_unclass8",7.05730671089174,"Nvec","Adult"
"677","Nvec_v1g60683","muscle_tentacle_retractor",32.7013108561046,"Nvec","Adult"
"678","Nvec_v1g61967","neuron_unclass8",5.91977264369431,"Nvec","Adult"
"679","Nvec_v1g65450","neuron_vasopressin",163.588774897832,"Nvec","Adult"
"680","Nvec_v1g66315","neuron_peptidergic4",17.9488369040325,"Nvec","Adult"
"681","Nvec_v1g68574","gland_secretory_6",12.7900121359472,"Nvec","Adult"
"682","Nvec_v1g71097","gland_secretory_5",31.5050954320476,"Nvec","Adult"
"683","Nvec_v1g78835","neuron_unk18",14.0441545298994,"Nvec","Adult"
"684","Nvec_v1g79108","neuron_peptidergic5",16.7487285617776,"Nvec","Adult"
"685","Nvec_v1g79287","neuron_unk13",15.0334468025296,"Nvec","Adult"
"686","Nvec_v1g79314","gland_secretory_1A",10.9709550949659,"Nvec","Adult"
"687","Nvec_v1g79411","gland_secretory_9",32.6433089723517,"Nvec","Adult"
"688","Nvec_v1g79532","neuron_unk6",10.0976701560634,"Nvec","Adult"
"689","Nvec_v1g79661","gland_secretory_U14",25.8886309775321,"Nvec","Adult"
"690","Nvec_v1g79851","neuron_unclass15",6.43805289542486,"Nvec","Adult"
"691","Nvec_v1g80405","neuron_unclass15",25.350859125085,"Nvec","Adult"
"692","Nvec_v1g8103","gland_secretory_2",5.91654084358788,"Nvec","Adult"
"693","Nvec_v1g8123","neuron_unclass8",7.17845439173742,"Nvec","Adult"
"694","Nvec_v1g83192","neuron_unclass6",76.6429020976406,"Nvec","Adult"
"695","Nvec_v1g83556","neuron_unclass6",36.6562807383861,"Nvec","Adult"
"696","Nvec_v1g83864","gland_secretory_U17",33.0012416382649,"Nvec","Adult"
"697","Nvec_v1g83869","gland_secretory_U4",26.1740676739247,"Nvec","Adult"
"698","Nvec_v1g84682","neuron_insulin",8.06780928441732,"Nvec","Adult"
"699","Nvec_v1g85362","gland_secretory_8",22.5260261368941,"Nvec","Adult"
"700","Nvec_v1g86028","gland_secretory_U4",32.6525770021562,"Nvec","Adult"
"701","Nvec_v1g86478","gland_secretory_U11",224.497833245088,"Nvec","Adult"
"702","Nvec_v1g87454","neuron_unclass2",46.665014767975,"Nvec","Adult"
"703","Nvec_v1g87929","gland_secretory_U19",44.8923353930942,"Nvec","Adult"
"704","Nvec_v1g88668","gland_secretory_3",16.5793251727929,"Nvec","Adult"
"705","Nvec_v1g88970","neuron_vasopressin",9.799033105962,"Nvec","Adult"
"706","Nvec_v1g90177","precursors",4.18016771726972,"Nvec","Adult"
"707","Nvec_v1g91139","gland_secretory_4",14.2448990689064,"Nvec","Adult"
"708","Nvec_v1g91324","neuron_unk1",21.0248047543733,"Nvec","Adult"
"709","Nvec_v1g93134","neuron_unk17",10.1025671704612,"Nvec","Adult"
"710","Nvec_v1g93177","neuron_unk13",23.3615576640603,"Nvec","Adult"
"711","Nvec_v1g94193","neuron_unclass15",13.421710558153,"Nvec","Adult"
"712","Nvec_v1g94701","neuron_unk18",13.8405105112228,"Nvec","Adult"
"713","Nvec_v1g95408","neuron_unk2",11.25732581247,"Nvec","Adult"
"714","Nvec_v1g98128","gland_secretory_U7",7.96597961869395,"Nvec","Adult"
"715","Nvec_v1g98336","gland_secretory_U17",22.5661351151186,"Nvec","Adult"
"716","Nvec_v1g98677","gland_secretory_U11",11.7096263619679,"Nvec","Adult"
"717","Nvec_v1g98897","neuron_peptidergic1",8.36357430209583,"Nvec","Adult"
"718","Nvec_v1g99196","neuron_unk3",8.24968114741608,"Nvec","Adult"
"719","Spis11609_1","gland_5",9.58741831860372,"Spis","Adult"
"720","Spis11865_1","unknown",38.535706178183,"Spis","Adult"
"721","Spis12267_1","unknown",19.8037476833631,"Spis","Adult"
"722","Spis18343_1","cnidocyte",15.5065945213533,"Spis","Adult"
"723","Spis20505_1","immune_1",14.0727254847078,"Spis","Adult"
"724","Spis2118_1","neuron_13",43.287121302901,"Spis","Adult"
"725","Spis2727_1","neuron_9",7.29576327591411,"Spis","Adult"
"726","Spis9148_1","gland_5",9.28525686189104,"Spis","Adult"
"727","Spis_LOC111318983","neuron_1",7.61966088892297,"Spis","Adult"
"728","Spis_LOC111319535","neuron_1",14.7140294733118,"Spis","Adult"
"729","Spis_LOC111320741","gland_10",54.5530919517969,"Spis","Adult"
"730","Spis_LOC111321484","gland_10",7.35939479494459,"Spis","Adult"
"731","Spis_LOC111322283","neuron_6",13.0095524750318,"Spis","Adult"
"732","Spis_LOC111322605","gland_6",52.3286051691379,"Spis","Adult"
"733","Spis_LOC111322926","gland_7",13.3850030019025,"Spis","Adult"
"734","Spis_LOC111323249","gland_8",7.10773339495812,"Spis","Adult"
"735","Spis_LOC111323783","gland_2",65.2466817122583,"Spis","Adult"
"736","Spis_LOC111323813","neuron_10",6.87830508128222,"Spis","Adult"
"737","Spis_LOC111323818","neuron_10",215.353947059529,"Spis","Adult"
"738","Spis_LOC111325409","neuron_7",7.79662501046815,"Spis","Adult"
"739","Spis_LOC111325456","gland_2",11.5284414402466,"Spis","Adult"
"740","Spis_LOC111325742","neuron_13",110.206254368291,"Spis","Adult"
"741","Spis_LOC111326826","calicoblast",11.9952405516049,"Spis","Adult"
"742","Spis_LOC111327141","neuron_3",48.3349329726582,"Spis","Adult"
"743","Spis_LOC111327352","gland_4",5.90596792518824,"Spis","Adult"
"744","Spis_LOC111327712","neuron_11",45.1753683025706,"Spis","Adult"
"745","Spis_LOC111328308","neuron_1",7.56879838006554,"Spis","Adult"
"746","Spis_LOC111329572","neuron_7",8.08647845955252,"Spis","Adult"
"747","Spis_LOC111329579","neuron_10",44.1636936381684,"Spis","Adult"
"748","Spis_LOC111329830","neuron_14",23.541911257571,"Spis","Adult"
"749","Spis_LOC111329831","neuron_5",12.2870282310195,"Spis","Adult"
"750","Spis_LOC111330026","neuron_12",11.8286693970366,"Spis","Adult"
"751","Spis_LOC111330475","neuron_3",9.05620722433607,"Spis","Adult"
"752","Spis_LOC111330532","neuron_11",24.138549488813,"Spis","Adult"
"753","Spis_LOC111332860","gland_5",11.580054910472,"Spis","Adult"
"754","Spis_LOC111335082","neuron_14",9.12126355960953,"Spis","Adult"
"755","Spis_LOC111335995","gland_6",12.4065089645351,"Spis","Adult"
"756","Spis_LOC111336359","neuron_8",11.8940537492227,"Spis","Adult"
"757","Spis_LOC111338854","gland_9",18.7544397948503,"Spis","Adult"
"758","Spis_LOC111339052","gland_2",21.2243543960847,"Spis","Adult"
"759","Spis_LOC111340543","neuron_7",27.1193611834741,"Spis","Adult"
"760","Spis_LOC111340631","neuron_1",9.5148143152006,"Spis","Adult"
"761","Spis_LOC111340989","neuron_7",44.0657942822374,"Spis","Adult"
"762","Spis_LOC111341536","neuron_7",10.9253318374879,"Spis","Adult"
"763","Spis_LOC111345711","immune_1",11.4297962986458,"Spis","Adult"
"764","Spis_XP_022777441_1","gastrodermis_musclelike",6.74927867728979,"Spis","Adult"
"765","Spis_XP_022777980_1","gastrodermis_musclelike",7.60236392575627,"Spis","Adult"
"766","Spis_XP_022779205_1","immune_2",27.1809410291654,"Spis","Adult"
"767","Spis_XP_022779497_1","mitotic_host_cells",23.5303162142195,"Spis","Adult"
"768","Spis_XP_022779498_1","mitotic_host_cells",6.77925326320135,"Spis","Adult"
"769","Spis_XP_022779499_1","mitotic_host_cells",8.93817941392183,"Spis","Adult"
"770","Spis_XP_022779557_1","alga.hosting_cells",10.1100380394136,"Spis","Adult"
"771","Spis_XP_022779566_1","unknown",30.5986616969394,"Spis","Adult"
"772","Spis_XP_022779822_1","digestive_filaments",4.84116904025149,"Spis","Adult"
"773","Spis_XP_022779869_1","epidermis_2",6.14027708679206,"Spis","Adult"
"774","Spis_XP_022780084_1","neuron_12",21.5612084009934,"Spis","Adult"
"775","Spis_XP_022780538_1","neuron_14",8.12937340251817,"Spis","Adult"
"776","Spis_XP_022780833_1","gland_1",8.23744509383901,"Spis","Adult"
"777","Spis_XP_022780859_1","neuron_5",21.6592495145501,"Spis","Adult"
"778","Spis_XP_022781155_1","gland_9",10.8139641998063,"Spis","Adult"
"779","Spis_XP_022781196_1","gland_2",20.6210215955046,"Spis","Adult"
"780","Spis_XP_022781244_1","gland_7",22.084239737579,"Spis","Adult"
"781","Spis_XP_022781270_1","neuron_11",7.58937943116259,"Spis","Adult"
"782","Spis_XP_022781821_1","neuron_6",59.6439963555597,"Spis","Adult"
"783","Spis_XP_022781901_1","germline_sperm",32.0181820734198,"Spis","Adult"
"784","Spis_XP_022782002_1","neuron_2",14.2657149256979,"Spis","Adult"
"785","Spis_XP_022782026_1","alga.hosting_cells",10.4278776021697,"Spis","Adult"
"786","Spis_XP_022782172_1","gland_2",44.7852837209299,"Spis","Adult"
"787","Spis_XP_022782222_1","epidermis_2",7.18660235185292,"Spis","Adult"
"788","Spis_XP_022782337_1","neuron_10",10.1295980307945,"Spis","Adult"
"789","Spis_XP_022783143_1","epidermis_2",5.72240916955778,"Spis","Adult"
"790","Spis_XP_022783192_1","gland_6",18.8011241579292,"Spis","Adult"
"791","Spis_XP_022783202_1","gastrodermis_musclelike",8.17572088584338,"Spis","Adult"
"792","Spis_XP_022783353_1","neuron_13",16.9524656341619,"Spis","Adult"
"793","Spis_XP_022783415_1","calicoblast",21.4380462645915,"Spis","Adult"
"794","Spis_XP_022783652_1","gland_5",90.9998226526095,"Spis","Adult"
"795","Spis_XP_022783679_1","gland_5",17.9740234403649,"Spis","Adult"
"796","Spis_XP_022783886_1","gland_3_digestive",15.6371901253673,"Spis","Adult"
"797","Spis_XP_022783910_1","gland_3_digestive",19.9037033187638,"Spis","Adult"
"798","Spis_XP_022784042_1","gland_3_digestive",10.632251274238,"Spis","Adult"
"799","Spis_XP_022784069_1","gland_3_digestive",14.8507166980895,"Spis","Adult"
"800","Spis_XP_022784214_1","neuron_5",13.674439450101,"Spis","Adult"
"801","Spis_XP_022784397_1","gastrodermis",4.88797168482925,"Spis","Adult"
"802","Spis_XP_022784809_1","neuron_9",8.2723250538726,"Spis","Adult"
"803","Spis_XP_022784831_1","neuron_9",62.9111174334363,"Spis","Adult"
"804","Spis_XP_022784864_1","neuron_2",8.01473974590191,"Spis","Adult"
"805","Spis_XP_022785063_1","neuron_8",9.32914465895572,"Spis","Adult"
"806","Spis_XP_022785263_1","alga.hosting_cells",6.33163805549419,"Spis","Adult"
"807","Spis_XP_022785362_1","neuron_8",31.9988816006224,"Spis","Adult"
"808","Spis_XP_022785869_1","neuron_3",11.176717232403,"Spis","Adult"
"809","Spis_XP_022786096_1","neuron_13",19.1715971712717,"Spis","Adult"
"810","Spis_XP_022786186_1","epidermis_2",7.37132925638032,"Spis","Adult"
"811","Spis_XP_022786238_1","epidermis_1",6.75570159210805,"Spis","Adult"
"812","Spis_XP_022786242_1","gland_10",8.36523519124469,"Spis","Adult"
"813","Spis_XP_022786365_1","gland_1",17.7962295875474,"Spis","Adult"
"814","Spis_XP_022786458_1","gland_5",18.2846613927352,"Spis","Adult"
"815","Spis_XP_022786665_1","digestive_filaments",4.89095643896918,"Spis","Adult"
"816","Spis_XP_022786709_1","alga.hosting_cells",23.1382934097344,"Spis","Adult"
"817","Spis_XP_022786917_1","alga.hosting_cells",26.3656642575804,"Spis","Adult"
"818","Spis_XP_022786985_1","gland_5",22.4409915645102,"Spis","Adult"
"819","Spis_XP_022786995_1","neuron_14",6.59770015607551,"Spis","Adult"
"820","Spis_XP_022787013_1","mitotic_host_cells",9.11892134167878,"Spis","Adult"
"821","Spis_XP_022787039_1","gastrodermis",5.32016883358086,"Spis","Adult"
"822","Spis_XP_022787167_1","gland_8",22.5129945183329,"Spis","Adult"
"823","Spis_XP_022787216_1","immune_1",7.96176888139845,"Spis","Adult"
"824","Spis_XP_022787225_1","alga.hosting_cells",9.06501194544654,"Spis","Adult"
"825","Spis_XP_022787371_1","cnidocyte",16.4664192406848,"Spis","Adult"
"826","Spis_XP_022787668_1","neuron_9",9.13034999004675,"Spis","Adult"
"827","Spis_XP_022787678_1","digestive_filaments",5.49551746379226,"Spis","Adult"
"828","Spis_XP_022788034_1","gastrodermis_musclelike",6.68172786755758,"Spis","Adult"
"829","Spis_XP_022788045_1","gland_9",15.1325129574209,"Spis","Adult"
"830","Spis_XP_022788102_1","gastrodermis_musclelike",5.33574684640924,"Spis","Adult"
"831","Spis_XP_022788291_1","gland_7",80.1812079881321,"Spis","Adult"
"832","Spis_XP_022788292_1","gland_10",21.7956492351767,"Spis","Adult"
"833","Spis_XP_022788444_1","neuron_11",5.63076729121415,"Spis","Adult"
"834","Spis_XP_022788453_1","calicoblast",9.25957769344418,"Spis","Adult"
"835","Spis_XP_022788474_1","neuron_1",16.4166098682082,"Spis","Adult"
"836","Spis_XP_022788643_1","gland_1",5.54471320762841,"Spis","Adult"
"837","Spis_XP_022788733_1","neuron_12",12.0000804164896,"Spis","Adult"
"838","Spis_XP_022788743_1","neuron_6",28.1659979238735,"Spis","Adult"
"839","Spis_XP_022788873_1","gland_4",7.54111287526258,"Spis","Adult"
"840","Spis_XP_022789071_1","neuron_8",8.19800123277022,"Spis","Adult"
"841","Spis_XP_022789093_1","alga.hosting_cells",6.93809346885694,"Spis","Adult"
"842","Spis_XP_022789336_1","neuron_12",8.58810996382939,"Spis","Adult"
"843","Spis_XP_022789489_1","cnidocyte",9.28240511113522,"Spis","Adult"
"844","Spis_XP_022789491_1","cnidocyte",13.0160554146165,"Spis","Adult"
"845","Spis_XP_022789499_1","cnidocyte",21.8531324580291,"Spis","Adult"
"846","Spis_XP_022789587_1","germline_sperm",18.3955917301304,"Spis","Adult"
"847","Spis_XP_022789688_1","unknown",18.4448318409707,"Spis","Adult"
"848","Spis_XP_022789719_1","neuron_7",6.91961220587327,"Spis","Adult"
"849","Spis_XP_022789892_1","epidermis_1",5.98761306024573,"Spis","Adult"
"850","Spis_XP_022789920_1","neuron_7",6.23724592770652,"Spis","Adult"
"851","Spis_XP_022790202_1","neuron_2",13.2186974584984,"Spis","Adult"
"852","Spis_XP_022790329_1","gland_1",106.289703238952,"Spis","Adult"
"853","Spis_XP_022790491_1","neuron_10",7.38972743694854,"Spis","Adult"
"854","Spis_XP_022790549_1","neuron_12",9.70413212342041,"Spis","Adult"
"855","Spis_XP_022790552_1","neuron_12",14.0147450649048,"Spis","Adult"
"856","Spis_XP_022790685_1","gland_6",6.43491002714198,"Spis","Adult"
"857","Spis_XP_022790776_1","gland_7",6.03200035221288,"Spis","Adult"
"858","Spis_XP_022790832_1","gland_10",7.66263292640677,"Spis","Adult"
"859","Spis_XP_022791001_1","gland_8",55.919385041787,"Spis","Adult"
"860","Spis_XP_022791269_1","gland_1",7.27953395300798,"Spis","Adult"
"861","Spis_XP_022791277_1","gland_10",43.9225389256286,"Spis","Adult"
"862","Spis_XP_022791558_1","neuron_12",17.864267285603,"Spis","Adult"
"863","Spis_XP_022791880_1","gland_7",24.6255538123187,"Spis","Adult"
"864","Spis_XP_022792148_1","neuron_14",11.4193313155535,"Spis","Adult"
"865","Spis_XP_022793344_1","gland_3_digestive",35.6057117878557,"Spis","Adult"
"866","Spis_XP_022793367_1","gland_9",107.45174334996,"Spis","Adult"
"867","Spis_XP_022793409_1","mitotic_host_cells",34.5611465783615,"Spis","Adult"
"868","Spis_XP_022793420_1","gastrodermis",6.33383713714281,"Spis","Adult"
"869","Spis_XP_022793540_1","gland_5",9.02140294398754,"Spis","Adult"
"870","Spis_XP_022793586_1","gland_2",15.7718385959703,"Spis","Adult"
"871","Spis_XP_022793600_1","neuron_13",15.8083938123084,"Spis","Adult"
"872","Spis_XP_022793606_1","calicoblast",11.4422339515171,"Spis","Adult"
"873","Spis_XP_022793819_1","germline_sperm",20.3649149219571,"Spis","Adult"
"874","Spis_XP_022793834_1","immune_1",12.9700537839393,"Spis","Adult"
"875","Spis_XP_022793850_1","immune_1",31.2958650676672,"Spis","Adult"
"876","Spis_XP_022793852_1","neuron_4",14.6777850004139,"Spis","Adult"
"877","Spis_XP_022793915_1","neuron_10",9.68570389048388,"Spis","Adult"
"878","Spis_XP_022794104_1","cnidocyte",11.9589451206381,"Spis","Adult"
"879","Spis_XP_022794132_1","neuron_5",9.31085044607496,"Spis","Adult"
"880","Spis_XP_022794301_1","neuron_2",41.3721367017412,"Spis","Adult"
"881","Spis_XP_022794323_1","neuron_2",16.297517644773,"Spis","Adult"
"882","Spis_XP_022794326_1","neuron_2",11.0830080372661,"Spis","Adult"
"883","Spis_XP_022794351_1","gastrodermis",4.99463452173403,"Spis","Adult"
"884","Spis_XP_022794354_1","gland_1",45.2798893250422,"Spis","Adult"
"885","Spis_XP_022794543_1","epidermis_1",4.76981661684669,"Spis","Adult"
"886","Spis_XP_022795168_1","gland_6",120.789847493197,"Spis","Adult"
"887","Spis_XP_022795243_1","gastrodermis_musclelike",5.81427102879045,"Spis","Adult"
"888","Spis_XP_022795294_1","gland_10",12.7222577523066,"Spis","Adult"
"889","Spis_XP_022795296_1","gland_10",7.3121228893902,"Spis","Adult"
"890","Spis_XP_022795301_1","digestive_filaments",5.87720389834606,"Spis","Adult"
"891","Spis_XP_022795331_1","neuron_11",9.58212239958037,"Spis","Adult"
"892","Spis_XP_022795719_1","cnidocyte",18.0491030844645,"Spis","Adult"
"893","Spis_XP_022795723_1","neuron_13",17.1265702773929,"Spis","Adult"
"894","Spis_XP_022795842_1","immune_2",33.5776421382832,"Spis","Adult"
"895","Spis_XP_022795854_1","gland_6",9.57976509634373,"Spis","Adult"
"896","Spis_XP_022795855_1","immune_2",23.8501905754538,"Spis","Adult"
"897","Spis_XP_022795935_1","gland_2",65.6672967123836,"Spis","Adult"
"898","Spis_XP_022795974_1","gland_4",35.6059575220159,"Spis","Adult"
"899","Spis_XP_022796049_1","neuron_8",20.3290688001697,"Spis","Adult"
"900","Spis_XP_022796495_1","digestive_filaments",4.0507041551509,"Spis","Adult"
"901","Spis_XP_022796525_1","neuron_14",12.3327424394221,"Spis","Adult"
"902","Spis_XP_022796708_1","alga.hosting_cells",11.9680042040058,"Spis","Adult"
"903","Spis_XP_022797157_1","neuron_12",8.36077467545072,"Spis","Adult"
"904","Spis_XP_022797242_1","digestive_filaments",6.28095103868497,"Spis","Adult"
"905","Spis_XP_022797264_1","epidermis_1",4.28269484662639,"Spis","Adult"
"906","Spis_XP_022797363_1","neuron_5",15.6623841092707,"Spis","Adult"
"907","Spis_XP_022797422_1","cnidocyte",38.5024539314801,"Spis","Adult"
"908","Spis_XP_022797425_1","cnidocyte",12.3424222921848,"Spis","Adult"
"909","Spis_XP_022797428_1","gland_6",70.6077220932595,"Spis","Adult"
"910","Spis_XP_022797443_1","epidermis_2",8.08787274744643,"Spis","Adult"
"911","Spis_XP_022797688_1","gland_3_digestive",34.1679329045824,"Spis","Adult"
"912","Spis_XP_022797898_1","gland_3_digestive",16.3255090928851,"Spis","Adult"
"913","Spis_XP_022798020_1","gland_6",23.0167895367461,"Spis","Adult"
"914","Spis_XP_022798199_1","neuron_6",16.0452004653935,"Spis","Adult"
"915","Spis_XP_022798226_1","germline_sperm",19.9768519800014,"Spis","Adult"
"916","Spis_XP_022798355_1","neuron_6",12.6206245954379,"Spis","Adult"
"917","Spis_XP_022798397_1","neuron_13",98.4143928390022,"Spis","Adult"
"918","Spis_XP_022798424_1","epidermis_1",18.4900570907183,"Spis","Adult"
"919","Spis_XP_022798459_1","gland_2",16.2064847195597,"Spis","Adult"
"920","Spis_XP_022798497_1","gland_2",29.9643779408636,"Spis","Adult"
"921","Spis_XP_022798553_1","immune_1",9.84691595051251,"Spis","Adult"
"922","Spis_XP_022798554_1","neuron_6",117.982944064485,"Spis","Adult"
"923","Spis_XP_022798683_1","gland_4",15.7432122519015,"Spis","Adult"
"924","Spis_XP_022798902_1","gland_7",6.08890897196839,"Spis","Adult"
"925","Spis_XP_022799053_1","gland_9",11.0147334715011,"Spis","Adult"
"926","Spis_XP_022799073_1","immune_2",16.7767278422251,"Spis","Adult"
"927","Spis_XP_022799082_1","calicoblast",11.2758629911141,"Spis","Adult"
"928","Spis_XP_022799114_1","neuron_11",5.31796392218958,"Spis","Adult"
"929","Spis_XP_022799178_1","gland_3_digestive",20.5819136187841,"Spis","Adult"
"930","Spis_XP_022799181_1","gland_1",16.0732170874311,"Spis","Adult"
"931","Spis_XP_022799183_1","gland_1",6.65911420343818,"Spis","Adult"
"932","Spis_XP_022799209_1","gland_5",7.00723984854944,"Spis","Adult"
"933","Spis_XP_022799249_1","neuron_10",7.47177671750574,"Spis","Adult"
"934","Spis_XP_022799272_1","gland_3_digestive",12.0486946517562,"Spis","Adult"
"935","Spis_XP_022799305_1","gland_7",18.1075340640709,"Spis","Adult"
"936","Spis_XP_022799416_1","cnidocyte",12.1308576688858,"Spis","Adult"
"937","Spis_XP_022799427_1","germline_sperm",192.786191746581,"Spis","Adult"
"938","Spis_XP_022799527_1","digestive_filaments",5.55511931824232,"Spis","Adult"
"939","Spis_XP_022799529_1","digestive_filaments",5.36489603281609,"Spis","Adult"
"940","Spis_XP_022799822_1","gland_4",9.657305778829,"Spis","Adult"
"941","Spis_XP_022799949_1","gastrodermis",5.09715696153457,"Spis","Adult"
"942","Spis_XP_022800008_1","gland_2",10.7794632199779,"Spis","Adult"
"943","Spis_XP_022800023_1","neuron_4",10.7052772648104,"Spis","Adult"
"944","Spis_XP_022800024_1","neuron_4",14.5780268165032,"Spis","Adult"
"945","Spis_XP_022800420_1","neuron_5",9.2239066825155,"Spis","Adult"
"946","Spis_XP_022800545_1","neuron_11",5.94783836654385,"Spis","Adult"
"947","Spis_XP_022801030_1","mitotic_host_cells",9.23536594908876,"Spis","Adult"
"948","Spis_XP_022801045_1","immune_2",24.126350834899,"Spis","Adult"
"949","Spis_XP_022801053_1","immune_2",14.5791623663405,"Spis","Adult"
"950","Spis_XP_022801064_1","immune_2",53.9730173102938,"Spis","Adult"
"951","Spis_XP_022801100_1","neuron_12",59.0128145958518,"Spis","Adult"
"952","Spis_XP_022801217_1","gland_10",9.94872638995076,"Spis","Adult"
"953","Spis_XP_022801333_1","calicoblast",11.8525699498075,"Spis","Adult"
"954","Spis_XP_022801475_1","epidermis_1",5.47556278071313,"Spis","Adult"
"955","Spis_XP_022801593_1","neuron_13",13.885501854868,"Spis","Adult"
"956","Spis_XP_022801659_1","neuron_2",7.86201624824724,"Spis","Adult"
"957","Spis_XP_022801783_1","germline_sperm",42.2644039961371,"Spis","Adult"
"958","Spis_XP_022801838_1","gland_6",17.1175271690726,"Spis","Adult"
"959","Spis_XP_022802226_1","gland_4",26.7029031360283,"Spis","Adult"
"960","Spis_XP_022802232_1","gland_4",22.3216644169396,"Spis","Adult"
"961","Spis_XP_022802271_1","unknown",18.5038053311102,"Spis","Adult"
"962","Spis_XP_022802816_1","gland_9",10.1506282067292,"Spis","Adult"
"963","Spis_XP_022802936_1","immune_1",22.4163385394672,"Spis","Adult"
"964","Spis_XP_022802946_1","immune_2",11.5191062338606,"Spis","Adult"
"965","Spis_XP_022803036_1","gastrodermis",5.19950827862889,"Spis","Adult"
"966","Spis_XP_022803038_1","gastrodermis",5.3942286732665,"Spis","Adult"
"967","Spis_XP_022803366_1","neuron_2",8.35197270414251,"Spis","Adult"
"968","Spis_XP_022803401_1","germline_sperm",37.3369827110436,"Spis","Adult"
"969","Spis_XP_022803641_1","neuron_7",5.87311614240456,"Spis","Adult"
"970","Spis_XP_022803773_1","epidermis_1",4.98860371338547,"Spis","Adult"
"971","Spis_XP_022803774_1","epidermis_1",5.51761968051015,"Spis","Adult"
"972","Spis_XP_022803817_1","gland_3_digestive",12.0807318116934,"Spis","Adult"
"973","Spis_XP_022803853_1","epidermis_2",6.4952157434266,"Spis","Adult"
"974","Spis_XP_022803870_1","calicoblast",8.15753124123714,"Spis","Adult"
"975","Spis_XP_022804025_1","mitotic_host_cells",6.9330705551928,"Spis","Adult"
"976","Spis_XP_022804348_1","neuron_2",11.125522000703,"Spis","Adult"
"977","Spis_XP_022805023_1","unknown",27.1794253675635,"Spis","Adult"
"978","Spis_XP_022805129_1","neuron_8",11.8647995761244,"Spis","Adult"
"979","Spis_XP_022805130_1","neuron_8",10.2723910544738,"Spis","Adult"
"980","Spis_XP_022805241_1","epidermis_2",5.39794607122629,"Spis","Adult"
"981","Spis_XP_022805309_1","gastrodermis_musclelike",8.8106192630115,"Spis","Adult"
"982","Spis_XP_022805345_1","gland_7",6.20817777552566,"Spis","Adult"
"983","Spis_XP_022805424_1","neuron_10",8.6246284710837,"Spis","Adult"
"984","Spis_XP_022805563_1","neuron_10",14.9489427798711,"Spis","Adult"
"985","Spis_XP_022805592_1","neuron_8",7.65551236488042,"Spis","Adult"
"986","Spis_XP_022805597_1","neuron_4",8.71644310718025,"Spis","Adult"
"987","Spis_XP_022805628_1","neuron_13",18.6941798719263,"Spis","Adult"
"988","Spis_XP_022805663_1","gland_8",6.86165604520974,"Spis","Adult"
"989","Spis_XP_022805721_1","gastrodermis",4.77785094716435,"Spis","Adult"
"990","Spis_XP_022805878_1","immune_1",8.03553999995813,"Spis","Adult"
"991","Spis_XP_022806051_1","gastrodermis_musclelike",6.59069090424859,"Spis","Adult"
"992","Spis_XP_022806141_1","alga.hosting_cells",8.31690773895454,"Spis","Adult"
"993","Spis_XP_022806173_1","gland_9",41.1476635817092,"Spis","Adult"
"994","Spis_XP_022806608_1","germline_sperm",40.05168449408,"Spis","Adult"
"995","Spis_XP_022806782_1","gland_9",13.0831271630806,"Spis","Adult"
"996","Spis_XP_022806845_1","digestive_filaments",10.6168260003762,"Spis","Adult"
"997","Spis_XP_022807103_1","gland_4",7.29107198204823,"Spis","Adult"
"998","Spis_XP_022807111_1","immune_1",7.92638371435791,"Spis","Adult"
"999","Spis_XP_022807394_1","neuron_11",9.00719905651903,"Spis","Adult"
"1000","Spis_XP_022807866_1","gland_1",15.4317309620631,"Spis","Adult"
